attribute_set,n_docs,median_facts,unique_within_1_facts,unique_within_2_facts,unique_within_3_facts,unique_within_4_facts,unique_within_5_facts,never_unique,never_unique_pct
all_as_reported,1268,14,0.8115141955835962,0.9329652996845426,0.9652996845425867,0.9716088328075709,0.9794952681388013,12,0.00946372239747634
person_dem_loc,887,4,0.7677564825253664,0.874859075535513,0.882750845546787,0.8861330326944757,0.887260428410372,100,0.11273957158962795
dem_only,378,3,0.8015873015873016,0.8835978835978836,0.8915343915343915,0.8941798941798942,0.8941798941798942,40,0.10582010582010581
