mode,entity_type,model,f1,ci_low,ci_high,ci_width,boot_se,tp,fp,fn
partial,_ALL,spacy,0.5655856767475641,0.5423699022314337,0.5884012461932733,0.04603134396183961,0.011811866068267337,17327,23135,3482
partial,_ALL,presidio,0.6030932655084065,0.5807193967892607,0.6245622176640774,0.043842820874816724,0.011094041806602142,16124,16538,4685
partial,_ALL,legalbert,0.8537502379592614,0.8361588906056976,0.8706049726793544,0.03444608207365685,0.008794400119034393,17939,3276,2870
partial,_ALL,roberta,0.8559496974730099,0.8412712277230948,0.8702192871613532,0.0289480594382584,0.007310641805563027,18037,3299,2772
