label,doc_id,entity_id,entity_type,mentions_found,mentions_total,entity_recall
baseline,001-61807,001-61807_a1_e1,CODE,0,1,0.0
baseline,001-61807,001-61807_a1_e4,PERSON,1,1,1.0
baseline,001-61807,001-61807_a1_e5,PERSON,1,1,1.0
baseline,001-61807,001-61807_a1_e6,PERSON,1,1,1.0
baseline,001-61807,001-61807_a1_e7,PERSON,1,1,1.0
baseline,001-61807,001-61807_a1_e8,DATETIME,1,1,1.0
baseline,001-61807,001-61807_a1_e9,PERSON,1,1,1.0
baseline,001-61807,001-61807_a1_e12,DATETIME,1,1,1.0
baseline,001-61807,001-61807_a1_e13,DATETIME,1,1,1.0
baseline,001-61807,001-61807_a1_e14,DATETIME,1,1,1.0
baseline,001-61807,001-61807_a1_e15,DATETIME,1,1,1.0
baseline,001-61807,001-61807_a1_e16,ORG,1,1,1.0
baseline,001-61807,001-61807_a1_e17,ORG,2,2,1.0
baseline,001-61807,001-61807_a1_e18,DATETIME,1,1,1.0
baseline,001-61807,001-61807_a1_e19,DATETIME,1,1,1.0
baseline,001-61807,001-61807_a1_e22,DATETIME,1,1,1.0
baseline,001-61807,001-61807_a1_e23,ORG,3,3,1.0
baseline,001-61807,001-61807_a1_e25,DATETIME,1,1,1.0
baseline,001-61807,001-61807_a1_e26,DATETIME,1,1,1.0
baseline,001-61807,001-61807_a1_e27,DATETIME,1,1,1.0
baseline,001-61807,001-61807_a1_e29,DATETIME,1,1,1.0
baseline,001-61807,001-61807_a1_e30,DATETIME,1,1,1.0
baseline,001-61807,001-61807_a1_e31,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a1_e1,CODE,0,2,0.0
baseline,001-61253,001-61253_a1_e2,CODE,0,2,0.0
baseline,001-61253,001-61253_a1_e5,PERSON,7,7,1.0
baseline,001-61253,001-61253_a1_e6,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a1_e7,PERSON,2,2,1.0
baseline,001-61253,001-61253_a1_e8,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a1_e10,PERSON,1,1,1.0
baseline,001-61253,001-61253_a1_e12,LOC,1,1,1.0
baseline,001-61253,001-61253_a1_e13,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a1_e15,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a1_e16,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a1_e17,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a1_e18,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a1_e19,DEM,0,1,0.0
baseline,001-61253,001-61253_a1_e20,DEM,0,1,0.0
baseline,001-61253,001-61253_a1_e21,LOC,1,1,1.0
baseline,001-61253,001-61253_a1_e22,MISC,0,1,0.0
baseline,001-61253,001-61253_a1_e23,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a1_e24,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a1_e26,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a1_e27,DATETIME,2,2,1.0
baseline,001-61253,001-61253_a1_e28,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a1_e29,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a1_e30,PERSON,5,5,1.0
baseline,001-61253,001-61253_a1_e31,DEM,0,1,0.0
baseline,001-61253,001-61253_a1_e32,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a1_e34,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a1_e35,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a1_e36,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a1_e37,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a1_e39,PERSON,1,1,1.0
baseline,001-61253,001-61253_a1_e40,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a1_e42,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a3_e1,CODE,0,2,0.0
baseline,001-61253,001-61253_a3_e2,CODE,0,2,0.0
baseline,001-61253,001-61253_a3_e4,DEM,0,1,0.0
baseline,001-61253,001-61253_a3_e5,PERSON,6,6,1.0
baseline,001-61253,001-61253_a3_e6,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a3_e7,PERSON,1,1,1.0
baseline,001-61253,001-61253_a3_e8,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a3_e10,PERSON,1,1,1.0
baseline,001-61253,001-61253_a3_e12,LOC,3,3,1.0
baseline,001-61253,001-61253_a3_e13,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a3_e15,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a3_e16,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a3_e17,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a3_e18,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a3_e19,DEM,0,1,0.0
baseline,001-61253,001-61253_a3_e20,PERSON,1,1,1.0
baseline,001-61253,001-61253_a3_e21,DEM,0,1,0.0
baseline,001-61253,001-61253_a3_e22,LOC,1,1,1.0
baseline,001-61253,001-61253_a3_e23,PERSON,1,1,1.0
baseline,001-61253,001-61253_a3_e24,PERSON,5,8,0.625
baseline,001-61253,001-61253_a3_e25,DEM,0,2,0.0
baseline,001-61253,001-61253_a3_e26,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a3_e27,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a3_e29,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a3_e30,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a3_e31,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a3_e32,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a3_e33,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a3_e34,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a3_e35,PERSON,5,5,1.0
baseline,001-61253,001-61253_a3_e36,DEM,0,1,0.0
baseline,001-61253,001-61253_a3_e37,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a3_e38,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a3_e39,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a3_e40,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a3_e41,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a3_e42,LOC,0,1,0.0
baseline,001-61253,001-61253_a3_e44,PERSON,1,1,1.0
baseline,001-61253,001-61253_a3_e45,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a3_e47,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a4_e1,CODE,0,2,0.0
baseline,001-61253,001-61253_a4_e2,CODE,0,2,0.0
baseline,001-61253,001-61253_a4_e4,DEM,0,1,0.0
baseline,001-61253,001-61253_a4_e5,PERSON,7,7,1.0
baseline,001-61253,001-61253_a4_e6,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a4_e7,PERSON,2,2,1.0
baseline,001-61253,001-61253_a4_e8,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a4_e12,LOC,3,3,1.0
baseline,001-61253,001-61253_a4_e14,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a4_e15,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a4_e16,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a4_e17,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a4_e18,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a4_e19,DEM,0,1,0.0
baseline,001-61253,001-61253_a4_e20,DEM,0,1,0.0
baseline,001-61253,001-61253_a4_e21,LOC,1,1,1.0
baseline,001-61253,001-61253_a4_e22,PERSON,5,8,0.625
baseline,001-61253,001-61253_a4_e23,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a4_e24,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a4_e30,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a4_e31,PERSON,5,5,1.0
baseline,001-61253,001-61253_a4_e32,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a4_e34,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a4_e35,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a4_e36,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a4_e37,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a4_e38,MISC,0,1,0.0
baseline,001-61253,001-61253_a4_e39,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a4_e41,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a5_e1,CODE,0,2,0.0
baseline,001-61253,001-61253_a5_e2,CODE,0,2,0.0
baseline,001-61253,001-61253_a5_e3,ORG,0,1,0.0
baseline,001-61253,001-61253_a5_e5,DEM,0,1,0.0
baseline,001-61253,001-61253_a5_e6,PERSON,7,7,1.0
baseline,001-61253,001-61253_a5_e7,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a5_e8,PERSON,2,2,1.0
baseline,001-61253,001-61253_a5_e9,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a5_e10,ORG,1,1,1.0
baseline,001-61253,001-61253_a5_e11,PERSON,1,1,1.0
baseline,001-61253,001-61253_a5_e12,ORG,1,1,1.0
baseline,001-61253,001-61253_a5_e13,LOC,3,3,1.0
baseline,001-61253,001-61253_a5_e14,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a5_e15,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a5_e16,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a5_e17,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a5_e18,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a5_e19,DEM,0,1,0.0
baseline,001-61253,001-61253_a5_e20,DEM,0,1,0.0
baseline,001-61253,001-61253_a5_e21,LOC,1,1,1.0
baseline,001-61253,001-61253_a5_e22,PERSON,5,8,0.625
baseline,001-61253,001-61253_a5_e23,MISC,0,1,0.0
baseline,001-61253,001-61253_a5_e24,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a5_e25,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a5_e27,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a5_e28,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a5_e29,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a5_e30,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a5_e31,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a5_e32,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a5_e33,PERSON,5,5,1.0
baseline,001-61253,001-61253_a5_e34,MISC,0,1,0.0
baseline,001-61253,001-61253_a5_e35,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a5_e36,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a5_e37,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a5_e38,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a5_e39,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a5_e40,MISC,0,1,0.0
baseline,001-61253,001-61253_a5_e41,PERSON,1,1,1.0
baseline,001-61253,001-61253_a5_e42,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a5_e43,ORG,2,2,1.0
baseline,001-61253,001-61253_a5_e44,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a6_e1,CODE,0,2,0.0
baseline,001-61253,001-61253_a6_e2,CODE,0,2,0.0
baseline,001-61253,001-61253_a6_e4,DEM,0,1,0.0
baseline,001-61253,001-61253_a6_e5,PERSON,7,7,1.0
baseline,001-61253,001-61253_a6_e6,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a6_e7,PERSON,2,2,1.0
baseline,001-61253,001-61253_a6_e8,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a6_e9,PERSON,1,1,1.0
baseline,001-61253,001-61253_a6_e11,LOC,3,3,1.0
baseline,001-61253,001-61253_a6_e12,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a6_e13,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a6_e14,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a6_e15,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a6_e16,DEM,0,1,0.0
baseline,001-61253,001-61253_a6_e17,DEM,0,1,0.0
baseline,001-61253,001-61253_a6_e18,LOC,1,1,1.0
baseline,001-61253,001-61253_a6_e20,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a6_e21,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a6_e23,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a6_e24,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a6_e26,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a6_e27,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a6_e28,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a6_e29,PERSON,5,5,1.0
baseline,001-61253,001-61253_a6_e30,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a6_e31,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a6_e32,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a6_e33,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a6_e34,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a6_e36,PERSON,1,1,1.0
baseline,001-61253,001-61253_a6_e37,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a6_e39,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a7_e1,CODE,0,2,0.0
baseline,001-61253,001-61253_a7_e2,CODE,0,2,0.0
baseline,001-61253,001-61253_a7_e4,PERSON,7,7,1.0
baseline,001-61253,001-61253_a7_e5,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a7_e6,PERSON,2,2,1.0
baseline,001-61253,001-61253_a7_e7,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a7_e9,PERSON,1,1,1.0
baseline,001-61253,001-61253_a7_e11,LOC,3,3,1.0
baseline,001-61253,001-61253_a7_e12,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a7_e13,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a7_e14,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a7_e15,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a7_e16,DEM,0,1,0.0
baseline,001-61253,001-61253_a7_e18,LOC,1,1,1.0
baseline,001-61253,001-61253_a7_e20,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a7_e21,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a7_e23,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a7_e24,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a7_e26,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a7_e27,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a7_e28,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a7_e29,PERSON,5,5,1.0
baseline,001-61253,001-61253_a7_e30,MISC,0,1,0.0
baseline,001-61253,001-61253_a7_e31,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a7_e33,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a7_e34,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a7_e35,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a7_e36,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a7_e37,QUANTITY,1,1,1.0
baseline,001-61253,001-61253_a7_e39,PERSON,1,1,1.0
baseline,001-61253,001-61253_a7_e40,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a7_e42,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a8_e1,CODE,0,2,0.0
baseline,001-61253,001-61253_a8_e2,CODE,0,2,0.0
baseline,001-61253,001-61253_a8_e5,PERSON,7,7,1.0
baseline,001-61253,001-61253_a8_e6,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a8_e7,PERSON,2,2,1.0
baseline,001-61253,001-61253_a8_e8,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a8_e10,PERSON,1,1,1.0
baseline,001-61253,001-61253_a8_e12,LOC,3,3,1.0
baseline,001-61253,001-61253_a8_e13,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a8_e14,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a8_e15,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a8_e16,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a8_e17,DEM,0,1,0.0
baseline,001-61253,001-61253_a8_e18,DEM,0,1,0.0
baseline,001-61253,001-61253_a8_e19,LOC,1,1,1.0
baseline,001-61253,001-61253_a8_e20,PERSON,5,8,0.625
baseline,001-61253,001-61253_a8_e21,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a8_e22,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a8_e24,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a8_e25,DATETIME,2,2,1.0
baseline,001-61253,001-61253_a8_e26,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a8_e27,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a8_e28,PERSON,5,5,1.0
baseline,001-61253,001-61253_a8_e29,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a8_e30,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a8_e31,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a8_e32,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a8_e33,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a8_e35,PERSON,1,1,1.0
baseline,001-61253,001-61253_a8_e36,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a8_e39,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a12_e1,CODE,0,2,0.0
baseline,001-61253,001-61253_a12_e2,CODE,0,2,0.0
baseline,001-61253,001-61253_a12_e4,DEM,0,1,0.0
baseline,001-61253,001-61253_a12_e5,PERSON,7,7,1.0
baseline,001-61253,001-61253_a12_e6,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a12_e7,PERSON,2,2,1.0
baseline,001-61253,001-61253_a12_e8,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a12_e10,PERSON,1,1,1.0
baseline,001-61253,001-61253_a12_e12,LOC,3,3,1.0
baseline,001-61253,001-61253_a12_e15,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a12_e16,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a12_e17,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a12_e18,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a12_e19,DEM,0,1,0.0
baseline,001-61253,001-61253_a12_e20,DEM,0,1,0.0
baseline,001-61253,001-61253_a12_e21,LOC,1,1,1.0
baseline,001-61253,001-61253_a12_e22,PERSON,5,8,0.625
baseline,001-61253,001-61253_a12_e23,MISC,0,2,0.0
baseline,001-61253,001-61253_a12_e24,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a12_e25,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a12_e28,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a12_e29,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a12_e30,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a12_e31,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a12_e32,PERSON,5,5,1.0
baseline,001-61253,001-61253_a12_e33,MISC,0,1,0.0
baseline,001-61253,001-61253_a12_e34,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a12_e36,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a12_e37,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a12_e38,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a12_e39,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a12_e40,LOC,0,1,0.0
baseline,001-61253,001-61253_a12_e41,PERSON,1,1,1.0
baseline,001-61253,001-61253_a12_e42,DATETIME,1,1,1.0
baseline,001-61253,001-61253_a12_e44,DATETIME,1,1,1.0
baseline,001-66929,001-66929_a1_e1,CODE,0,1,0.0
baseline,001-66929,001-66929_a1_e4,PERSON,1,1,1.0
baseline,001-66929,001-66929_a1_e5,PERSON,1,1,1.0
baseline,001-66929,001-66929_a1_e6,DATETIME,1,1,1.0
baseline,001-66929,001-66929_a1_e7,PERSON,1,1,1.0
baseline,001-66929,001-66929_a1_e10,DATETIME,1,1,1.0
baseline,001-66929,001-66929_a1_e11,DATETIME,1,1,1.0
baseline,001-66929,001-66929_a1_e12,DATETIME,1,1,1.0
baseline,001-66929,001-66929_a1_e13,DATETIME,1,1,1.0
baseline,001-66929,001-66929_a1_e16,ORG,1,1,1.0
baseline,001-66929,001-66929_a1_e17,DATETIME,1,1,1.0
baseline,001-66929,001-66929_a1_e19,DATETIME,1,1,1.0
baseline,001-66929,001-66929_a1_e21,DATETIME,1,1,1.0
baseline,001-66929,001-66929_a1_e22,DATETIME,1,1,1.0
baseline,001-66929,001-66929_a1_e23,DATETIME,1,1,1.0
baseline,001-66929,001-66929_a1_e24,DATETIME,1,1,1.0
baseline,001-66929,001-66929_a1_e27,DATETIME,1,1,1.0
baseline,001-159913,001-159913_a1_e1,CODE,0,1,0.0
baseline,001-159913,001-159913_a1_e4,PERSON,1,1,1.0
baseline,001-159913,001-159913_a1_e5,DATETIME,1,1,1.0
baseline,001-159913,001-159913_a1_e6,PERSON,1,1,1.0
baseline,001-159913,001-159913_a1_e7,LOC,2,2,1.0
baseline,001-159913,001-159913_a1_e9,PERSON,1,1,1.0
baseline,001-159913,001-159913_a1_e10,DATETIME,1,1,1.0
baseline,001-159913,001-159913_a1_e11,DATETIME,1,1,1.0
baseline,001-159913,001-159913_a1_e12,DATETIME,1,1,1.0
baseline,001-159913,001-159913_a1_e13,DATETIME,1,1,1.0
baseline,001-159913,001-159913_a1_e14,DATETIME,1,1,1.0
baseline,001-159913,001-159913_a1_e15,DATETIME,1,1,1.0
baseline,001-159913,001-159913_a1_e16,ORG,2,2,1.0
baseline,001-159913,001-159913_a1_e17,DATETIME,3,3,1.0
baseline,001-159913,001-159913_a1_e18,ORG,2,2,1.0
baseline,001-159913,001-159913_a1_e19,ORG,1,2,0.5
baseline,001-159913,001-159913_a1_e20,MISC,0,1,0.0
baseline,001-159913,001-159913_a1_e21,DATETIME,1,1,1.0
baseline,001-159913,001-159913_a1_e22,DATETIME,1,1,1.0
baseline,001-159913,001-159913_a1_e23,ORG,1,2,0.5
baseline,001-159913,001-159913_a1_e24,DATETIME,1,1,1.0
baseline,001-159913,001-159913_a1_e25,ORG,2,2,1.0
baseline,001-159913,001-159913_a1_e26,DATETIME,1,1,1.0
baseline,001-159913,001-159913_a1_e27,DATETIME,1,1,1.0
baseline,001-159913,001-159913_a1_e28,ORG,1,1,1.0
baseline,001-159913,001-159913_a1_e29,DATETIME,1,1,1.0
baseline,001-159913,001-159913_a1_e30,DATETIME,1,1,1.0
baseline,001-159913,001-159913_a1_e31,ORG,1,1,1.0
baseline,001-159913,001-159913_a1_e32,DATETIME,1,1,1.0
baseline,001-159913,001-159913_a4_e1,CODE,0,1,0.0
baseline,001-159913,001-159913_a4_e4,PERSON,1,1,1.0
baseline,001-159913,001-159913_a4_e5,DATETIME,1,1,1.0
baseline,001-159913,001-159913_a4_e6,PERSON,1,1,1.0
baseline,001-159913,001-159913_a4_e7,LOC,2,2,1.0
baseline,001-159913,001-159913_a4_e11,DATETIME,1,1,1.0
baseline,001-159913,001-159913_a4_e12,DATETIME,1,1,1.0
baseline,001-159913,001-159913_a4_e13,DATETIME,1,1,1.0
baseline,001-159913,001-159913_a4_e14,DATETIME,1,1,1.0
baseline,001-159913,001-159913_a4_e16,DATETIME,1,1,1.0
baseline,001-159913,001-159913_a4_e17,ORG,2,2,1.0
baseline,001-159913,001-159913_a4_e18,DATETIME,3,3,1.0
baseline,001-159913,001-159913_a4_e19,ORG,2,2,1.0
baseline,001-159913,001-159913_a4_e20,ORG,1,2,0.5
baseline,001-159913,001-159913_a4_e21,DATETIME,1,1,1.0
baseline,001-159913,001-159913_a4_e22,DATETIME,1,1,1.0
baseline,001-159913,001-159913_a4_e23,ORG,1,2,0.5
baseline,001-159913,001-159913_a4_e24,DATETIME,1,1,1.0
baseline,001-159913,001-159913_a4_e25,ORG,2,2,1.0
baseline,001-159913,001-159913_a4_e26,DATETIME,1,1,1.0
baseline,001-159913,001-159913_a4_e27,DATETIME,1,1,1.0
baseline,001-159913,001-159913_a4_e28,ORG,1,1,1.0
baseline,001-159913,001-159913_a4_e30,DATETIME,1,1,1.0
baseline,001-159913,001-159913_a4_e31,ORG,1,1,1.0
baseline,001-159913,001-159913_a4_e32,DATETIME,1,1,1.0
baseline,001-61227,001-61227_a1_e1,CODE,0,1,0.0
baseline,001-61227,001-61227_a1_e4,PERSON,1,1,1.0
baseline,001-61227,001-61227_a1_e5,DATETIME,1,1,1.0
baseline,001-61227,001-61227_a1_e6,PERSON,1,1,1.0
baseline,001-61227,001-61227_a1_e9,PERSON,1,1,1.0
baseline,001-61227,001-61227_a1_e12,DATETIME,1,1,1.0
baseline,001-61227,001-61227_a1_e14,DATETIME,1,1,1.0
baseline,001-61227,001-61227_a1_e15,DATETIME,1,1,1.0
baseline,001-61227,001-61227_a1_e16,ORG,1,1,1.0
baseline,001-61227,001-61227_a1_e17,LOC,1,1,1.0
baseline,001-61227,001-61227_a1_e18,DATETIME,2,2,1.0
baseline,001-61227,001-61227_a1_e19,DATETIME,1,1,1.0
baseline,001-61227,001-61227_a1_e20,DATETIME,1,1,1.0
baseline,001-61227,001-61227_a1_e21,DATETIME,1,1,1.0
baseline,001-61227,001-61227_a1_e22,DATETIME,1,1,1.0
baseline,001-61227,001-61227_a1_e23,DATETIME,1,1,1.0
baseline,001-61227,001-61227_a1_e25,DATETIME,1,1,1.0
baseline,001-61227,001-61227_a1_e26,DATETIME,1,1,1.0
baseline,001-61227,001-61227_a1_e27,DATETIME,1,1,1.0
baseline,001-61227,001-61227_a1_e28,DATETIME,1,1,1.0
baseline,001-61227,001-61227_a1_e29,DATETIME,1,1,1.0
baseline,001-61227,001-61227_a1_e30,DATETIME,1,1,1.0
baseline,001-61227,001-61227_a1_e31,DATETIME,1,1,1.0
baseline,001-61227,001-61227_a1_e33,DATETIME,1,1,1.0
baseline,001-61227,001-61227_a1_e36,DATETIME,1,1,1.0
baseline,001-61227,001-61227_a1_e37,DATETIME,1,1,1.0
baseline,001-61227,001-61227_a1_e38,DATETIME,2,2,1.0
baseline,001-61227,001-61227_a1_e39,PERSON,2,2,1.0
baseline,001-61227,001-61227_a1_e40,DATETIME,1,1,1.0
baseline,001-61227,001-61227_a1_e41,DATETIME,1,1,1.0
baseline,001-61227,001-61227_a1_e42,DATETIME,1,1,1.0
baseline,001-61227,001-61227_a1_e43,DATETIME,1,1,1.0
baseline,001-61227,001-61227_a1_e44,DATETIME,1,1,1.0
baseline,001-61227,001-61227_a1_e45,DATETIME,1,1,1.0
baseline,001-61227,001-61227_a1_e46,DATETIME,1,1,1.0
baseline,001-61227,001-61227_a1_e48,PERSON,1,1,1.0
baseline,001-61227,001-61227_a4_e1,CODE,0,1,0.0
baseline,001-61227,001-61227_a4_e3,DEM,0,1,0.0
baseline,001-61227,001-61227_a4_e4,PERSON,1,1,1.0
baseline,001-61227,001-61227_a4_e5,DATETIME,1,1,1.0
baseline,001-61227,001-61227_a4_e6,PERSON,1,1,1.0
baseline,001-61227,001-61227_a4_e12,DATETIME,1,1,1.0
baseline,001-61227,001-61227_a4_e14,DATETIME,1,1,1.0
baseline,001-61227,001-61227_a4_e15,DATETIME,1,1,1.0
baseline,001-61227,001-61227_a4_e16,PERSON,0,1,0.0
baseline,001-61227,001-61227_a4_e17,LOC,1,1,1.0
baseline,001-61227,001-61227_a4_e18,DATETIME,2,2,1.0
baseline,001-61227,001-61227_a4_e19,DATETIME,1,1,1.0
baseline,001-61227,001-61227_a4_e20,DATETIME,1,1,1.0
baseline,001-61227,001-61227_a4_e21,DATETIME,1,1,1.0
